Thu Dec 21 11:36:55 2023    profile_results.prof

         565549 function calls (546044 primitive calls) in 24.293 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 parse.py:505(urlunsplit)
      330    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.002    0.000 __init__.py:299(loads)
       30    0.000    0.000    0.001    0.000 response.py:369(_init_decoder)
       60    0.000    0.000    0.003    0.000 client.py:966(send)
       10    0.000    0.000    0.001    0.000 managers.py:696(_slice_take_blocks_ax0)
       30    0.000    0.000    0.000    0.000 variable.py:79(parse)
      330    0.000    0.000    0.000    0.000 queue.py:18(_put)
       87    0.000    0.000    0.017    0.000 response.py:555(stream)
       30    0.000    0.000    0.008    0.000 3512256905.py:8(calculate_time_difference)
       90    0.000    0.000    0.001    0.000 utils.py:738(<lambda>)
      946    0.000    0.000    0.000    0.000 computedobject.py:219(name)
       30    0.000    0.000    0.006    0.000 adapters.py:203(cert_verify)
       60    0.000    0.000    0.001    0.000 structures.py:82(copy)
      120    0.000    0.000    0.000    0.000 discovery.py:1565(_methodProperties)
      150    0.000    0.000    0.000    0.000 discovery.py:1550(_findPageTokenName)
       20    0.000    0.000    0.032    0.002 customfunction.py:26(__init__)
       30    0.000    0.000    0.000    0.000 connection.py:115(__init__)
      300    0.000    0.000    0.000    0.000 client.py:1004(_output)
      190    0.000    0.000    0.000    0.000 numerictypes.py:584(<listcomp>)
       90    0.000    0.000    0.000    0.000 connection.py:132(host)
      476    0.000    0.000    0.000    0.000 apifunction.py:156(initialize)
       60    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
   170/20    0.000    0.000    0.001    0.000 customfunction.py:158(<listcomp>)
       30    0.000    0.000    0.002    0.000 model.py:275(deserialize)
       60    0.000    0.000    0.017    0.000 customfunction.py:58(encode_cloud_value)
       30    0.000    0.000    0.001    0.000 utils.py:507(get_encoding_from_headers)
       30    0.000    0.000    0.001    0.000 template.py:70(__init__)
       30    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
       80    0.000    0.000    0.001    0.000 common.py:496(is_categorical_dtype)
      230    0.000    0.000    0.000    0.000 ee_string.py:71(encode_cloud_value)
       50    0.000    0.000    0.076    0.002 serializer.py:280(encode)
       30    0.000    0.000    0.000    0.000 socket.py:767(close)
       30    0.000    0.000    0.001    0.000 _cloud_api_utils.py:92(builder)
      390    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 six.py:642(itervalues)
      120    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      100    0.000    0.000    0.001    0.000 base.py:263(is_dtype)
    74/44    0.000    0.000    0.035    0.001 apifunction.py:70(call_)
      690    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       60    0.000    0.000    0.057    0.001 utils.py:791(get_environ_proxies)
       30    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       40    0.000    0.000    0.000    0.000 common.py:574(is_dtype_equal)
       10    0.000    0.000    0.019    0.002 indexing.py:1098(_getitem_tuple)
       90    0.000    0.000    0.001    0.000 cookies.py:521(<listcomp>)
      120    0.000    0.000    0.000    0.000 contextlib.py:114(__enter__)
       20    0.000    0.000    0.001    0.000 base.py:6397(_maybe_cast_data_without_dtype)
       30    0.000    0.000    0.000    0.000 response.py:75(__init__)
       30    0.000    0.000    0.004    0.000 poolmanager.py:262(connection_from_pool_key)
      120    0.000    0.000    0.006    0.000 schema.py:304(to_str)
       30    0.000    0.000    0.001    0.000 feedparser.py:184(close)
       20    0.000    0.000    0.001    0.000 base.py:3488(_get_indexer)
       30    0.000    0.000    0.002    0.000 api.py:18(expand)
       90    0.000    0.000    0.001    0.000 url.py:297(<listcomp>)
       60    0.000    0.000    0.049    0.001 poolmanager.py:215(clear)
       10    0.000    0.000    0.000    0.000 generic.py:5435(__finalize__)
       60    0.000    0.000    0.001    0.000 response.py:425(_error_catcher)
       30    0.000    0.000    0.000    0.000 ssl.py:596(options)
       30    0.000    0.000    0.001    0.000 connection.py:208(putrequest)
       50    0.000    0.000    0.000    0.000 generic.py:556(_get_axis)
       60    0.000    0.000    0.001    0.000 adapters.py:146(init_poolmanager)
       10    0.000    0.000    0.003    0.000 base.py:3787(reindex)
       30    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
       30    0.000    0.000    0.001    0.000 element.py:48(set)
       30    0.000    0.000    2.296    0.077 ssl.py:494(wrap_socket)
       50    0.000    0.000    0.003    0.000 base.py:6279(ensure_index)
       60    0.000    0.000    0.000    0.000 schema.py:116(prettyPrintByName)
       30    0.000    0.000    0.001    0.000 credentials.py:157(before_request)
       30    0.000    0.000    0.000    0.000 data.py:309(_make_request_headers)
       30    0.000    0.000    0.000    0.000 ssl.py:600(options)
       10    0.000    0.000    0.001    0.000 blocks.py:1931(new_block)
      150    0.000    0.000    0.000    0.000 six.py:992(ensure_str)
       30    0.000    0.000    0.000    0.000 series.py:627(name)
       80    0.000    0.000    0.001    0.000 serializer.py:469(<listcomp>)
      110    0.000    0.000    0.001    0.000 _asarray.py:23(asarray)
       60    0.000    0.000    0.001    0.000 blocks.py:348(iget)
       30    0.000    0.000    0.002    0.000 model.py:197(response)
       10    0.000    0.000    0.001    0.000 geometry.py:731(_parseArgs)
       60    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
       30    0.000    0.000    0.000    0.000 models.py:455(prepare_body)
      720    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       30    0.000    0.000    0.000    0.000 response.py:317(_init_length)
       40    0.000    0.000    0.000    0.000 common.py:1230(is_float_dtype)
       60    0.000    0.000    0.000    0.000 parse.py:494(urlunparse)
       60    0.000    0.000    0.003    0.000 ssl.py:1166(send)
       30    0.000    0.000    0.001    0.000 sessions.py:144(resolve_redirects)
       62    0.000    0.000    0.003    0.000 apifunction.py:85(apply_)
       30    0.000    0.000    0.001    0.000 variable.py:327(expand)
       30    0.000    0.000    0.009    0.000 adapters.py:292(get_connection)
    60/30    0.000    0.000    0.003    0.000 geometry.py:604(encode_cloud_value)
       60    0.000    0.000    0.038    0.001 discovery.py:1345(__init__)
      120    0.000    0.000    0.000    0.000 schema.py:173(__init__)
      210    0.000    0.000    0.000    0.000 serializer.py:537(_is_liftable_constant)
       30    0.000    0.000    0.001    0.000 template.py:99(_expand)
       30    0.000    0.000    0.000    0.000 template.py:75(<listcomp>)
       30    0.000    0.000    0.001    0.000 variable.py:297(_string_expansion)
       10    0.000    0.000    0.001    0.000 frame.py:3545(_get_value)
       72    0.000    0.000    0.000    0.000 computedobject.py:224(_cast)
       60    0.000    0.000    0.018    0.000 collection.py:240(<lambda>)
       60    0.000    0.000    0.026    0.000 request.py:2699(getproxies)
       10    0.000    0.000    0.000    0.000 take.py:111(_take_nd_ndarray)
       30    0.000    0.000    0.001    0.000 utils.py:942(get_auth_from_url)
      450    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       30    0.000    0.000    0.002    0.000 ssl.py:1120(getpeercert)
       90    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
       30    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       20    0.000    0.000    0.000    0.000 _dtype.py:321(_name_get)
       30    0.000    0.000    0.002    0.000 connection.py:533(_match_hostname)
       20    0.000    0.000    0.000    0.000 common.py:100(is_bool_indexer)
       60    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       50    0.000    0.000    0.000    0.000 common.py:160(is_object_dtype)
       20    0.000    0.000    0.000    0.000 base.py:511(_dtype_to_subclass)
      180    0.000    0.000    0.000    0.000 cookiejar.py:1750(__iter__)
       30    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      240    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 http.py:826(__init__)
       50    0.000    0.000    0.009    0.000 serializer.py:545(_visit_all_values_in_expression)
       30    0.000    0.000    0.001    0.000 connectionpool.py:282(_put_conn)
       30    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       30    0.000    0.000    0.004    0.000 poolmanager.py:188(_new_pool)
      420    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 numeric.py:288(full)
       20    0.000    0.000    0.001    0.000 datetimelike.py:315(__getitem__)
       30    0.000    0.000    0.000    0.000 utils.py:838(default_headers)
       30    0.000    0.000    0.001    0.000 adapters.py:329(request_url)
       30    0.000    0.000    0.008    0.000 poolmanager.py:286(connection_from_url)
       50    0.000    0.000    0.000    0.000 construction.py:431(ensure_wrapped_if_datetimelike)
      410    0.000    0.000    0.000    0.000 image.py:94(initialize)
       60    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
       30    0.000    0.000    0.000    0.000 models.py:737(iter_content)
       10    0.000    0.000    0.000    0.000 base.py:4728(equals)
       30    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
       30    0.000    0.000   24.111    0.804 data.py:337(_execute_cloud_call)
       30    0.000    0.000    0.003    0.000 connectionpool.py:882(__init__)
       60    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
      210    0.000    0.000    0.000    0.000 discovery.py:1561(<genexpr>)
       60    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
       30    0.000    0.000    0.000    0.000 models.py:226(__init__)
       90    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       30    0.000    0.000    0.000    0.000 retry.py:430(_is_method_retryable)
       20    0.000    0.000    0.000    0.000 inspect.py:2779(__init__)
       20    0.000    0.000    0.000    0.000 inspect.py:2496(__init__)
       30    0.000    0.000    0.000    0.000 variable.py:54(__init__)
      120    0.000    0.000    0.000    0.000 common.py:1543(get_dtype)
       10    0.000    0.000    0.002    0.000 geometry.py:172(Point)
       30    0.000    0.000    0.010    0.000 feedparser.py:173(feed)
       90    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x0000018382A413A0}
       70    0.000    0.000    0.000    0.000 generic.py:542(_get_axis_number)
      240    0.000    0.000    0.000    0.000 serializer.py:473(<genexpr>)
       30    0.000    0.000    0.001    0.000 response.py:275(release_conn)
      180    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 credentials.py:62(expired)
       10    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       10    0.000    0.000    0.000    0.000 geometry.py:803(_fixDepth)
       60    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
      210    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       30    0.000    0.000    0.003    0.000 socket.py:493(_real_close)
       20    0.000    0.000    0.000    0.000 base.py:605(_simple_new)
      360    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
       30    0.000    0.000    0.031    0.001 data.py:295(_get_cloud_projects)
       60    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
       20    0.000    0.000    0.000    0.000 geometry.py:673(_isValidCoordinates)
       30    0.000    0.000    0.005    0.000 poolmanager.py:247(connection_from_context)
       30    0.000    0.000    0.005    0.000 poolmanager.py:224(connection_from_host)
      270    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
       60    0.000    0.000    0.000    0.000 timeout.py:181(clone)
       20    0.000    0.000    0.001    0.000 base.py:5434(_should_compare)
      210    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      250    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       30    0.000    0.000    0.000    0.000 client.py:430(flush)
      120    0.000    0.000    0.000    0.000 schema.py:218(emitEnd)
       60    0.000    0.000    0.000    0.000 sessions.py:749(mount)
       30    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
      120    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 base.py:5352(_maybe_promote)
       90    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
       30    0.000    0.000    0.006    0.000 socket.py:497(close)
       30    0.000    0.000    0.001    0.000 cookies.py:135(get_cookie_header)
      120    0.000    0.000    0.001    0.000 discovery.py:1226(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:371(init)
       30    0.000    0.000    0.001    0.000 connection.py:297(__init__)
       50    0.000    0.000    0.000    0.000 common.py:1420(is_extension_array_dtype)
       30    0.000    0.000    0.000    0.000 response.py:144(_get_decoder)
      330    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       90    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
       30    0.000    0.000    0.002    0.000 url.py:320(_encode_target)
       30    0.000    0.000    0.000    0.000 response.py:635(closed)
       30    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       10    0.000    0.000    0.000    0.000 indexers.py:439(check_array_indexer)
       30    0.000    0.000    0.000    0.000 socket.py:513(family)
       50    0.000    0.000    0.000    0.000 typing.py:269(inner)
      100    0.000    0.000    0.000    0.000 socket.py:729(readable)
       30    0.000    0.000    0.001    0.000 connectionpool.py:243(_get_conn)
       30    0.000    0.000    0.000    0.000 data.py:328(_handle_profiling_response)
       30    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
       20    0.000    0.000    0.000    0.000 dtypes.py:1201(is_dtype)
       30    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      240    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       60    0.000    0.000    0.000    0.000 sessions.py:755(<listcomp>)
       30    0.000    0.000    0.001    0.000 message.py:451(items)
       10    0.000    0.000    0.000    0.000 managers.py:954(<listcomp>)
       10    0.000    0.000    0.001    0.000 managers.py:629(reindex_indexer)
       30    0.000    0.000    0.000    0.000 response.py:617(getheader)
       30    0.000    0.000    0.000    0.000 credentials.py:128(apply)
       60    0.000    0.000    0.000    0.000 indexing.py:921(<genexpr>)
       20    0.000    0.000    0.001    0.000 base.py:3516(_check_indexing_method)
       10    0.000    0.000    0.010    0.001 indexing.py:1067(_getitem_iterable)
       30    0.000    0.000    0.000    0.000 series.py:577(name)
       70    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       30    0.000    0.000    2.296    0.077 ssl_.py:481(_ssl_wrap_socket_impl)
      450    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      240    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      240    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       20    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       10    0.000    0.000    0.000    0.000 blocks.py:1890(get_block_type)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1731(clear_expired_cookies)
       30    0.000    0.000    0.000    0.000 http.py:80(_should_retry_response)
       80    0.000    0.000    0.000    0.000 base.py:5340(_index_as_unique)
       30    0.000    0.000    0.001    0.000 template.py:122(expand)
       20    0.000    0.000    0.032    0.002 customfunction.py:98(create)
       10    0.000    0.000    0.000    0.000 base.py:737(__iter__)
       20    0.000    0.000    0.000    0.000 managers.py:1539(__init__)
       30    0.000    0.000    0.000    0.000 utils.py:625(requote_uri)
       30    0.000    0.000    0.000    0.000 sessions.py:730(get_adapter)
       10    0.000    0.000    0.000    0.000 common.py:190(is_sparse)
       20    0.000    0.000    0.034    0.002 collection.py:217(map)
       50    0.000    0.000    0.016    0.000 serializer.py:409(optimize)
       30    0.000    0.000    0.000    0.000 response.py:94(is_response_to_head)
       30    0.000    0.000    0.000    0.000 _collections_abc.py:775(keys)
       30    0.000    0.000    0.003    0.000 utils.py:240(extract_zipped_paths)
       60    0.000    0.000    0.000    0.000 cookies.py:348(update)
       20    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       30    0.000    0.000    0.000    0.000 re.py:188(match)
      120    0.000    0.000    0.000    0.000 {built-in method time.time}
       30    0.000    0.000    0.000    0.000 models.py:293(__init__)
       30    0.000    0.000    0.000    0.000 platform.py:1008(_sys_version)
       30    0.000    0.000    0.001    0.000 genericpath.py:39(isdir)
       10    0.000    0.000    0.001    0.000 blocks.py:1121(take_nd)
      330    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       30    0.000    0.000    0.000    0.000 models.py:529(prepare_content_length)
       50    0.000    0.000    0.000    0.000 serializer.py:48(__init__)
       30    0.000    0.000    0.000    0.000 parse.py:644(unquote)
       30    0.000    0.000    0.005    0.000 ssl.py:482(__new__)
       40    0.000    0.000    0.000    0.000 frame.py:780(axes)
      290    0.000    0.000    0.000    0.000 ssl.py:1078(_checkClosed)
       60    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
       30    0.000    0.000    0.000    0.000 orderedset.py:40(add)
       60    0.000    0.000    0.000    0.000 connectionpool.py:320(_get_timeout)
       30    0.000    0.000    0.000    0.000 connection.py:323(set_cert)
       30    0.000    0.000    0.000    0.000 models.py:61(path_url)
      120    0.000    0.000    0.000    0.000 discovery.py:718(_media_size_to_long)
       10    0.000    0.000    0.000    0.000 construction.py:673(_try_cast)
       30    0.000    0.000    0.000    0.000 retry.py:450(is_retry)
       30    0.000    0.000    0.000    0.000 models.py:175(register_hook)
       30    0.000    0.000    0.000    0.000 socket.py:487(_decref_socketios)
       30    0.000    0.000    0.004    0.000 client.py:1263(endheaders)
       30    0.000    0.000    0.000    0.000 credentials.py:78(valid)
       10    0.000    0.000    0.000    0.000 feature.py:21(__init__)
       40    0.000    0.000    0.001    0.000 base.py:2058(is_boolean)
       10    0.000    0.000    0.000    0.000 dictionary.py:21(__init__)
       60    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
       30    0.000    0.000    0.000    0.000 connectionpool.py:931(_prepare_conn)
       30    0.000    0.000    0.000    0.000 base.py:6381(maybe_extract_name)
       60    0.000    0.000    0.000    0.000 response.py:680(supports_chunked_reads)
       30    0.000    0.000    0.000    0.000 models.py:715(is_redirect)
       30    0.000    0.000    0.009    0.000 client.py:1276(request)
       10    0.000    0.000    0.000    0.000 generic.py:5544(_protect_consolidate)
       10    0.000    0.000    0.001    0.000 managers.py:1569(from_array)
       20    0.000    0.000    0.000    0.000 common.py:725(is_signed_integer_dtype)
       12    0.000    0.000    0.000    0.000 filter.py:40(__init__)
       60    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       30    0.000    0.000    0.000    0.000 re.py:289(_compile)
       30    0.000    0.000    0.001    0.000 connectionpool.py:74(__init__)
       30    0.000    0.000    0.001    0.000 models.py:564(prepare_cookies)
       40    0.000    0.000    0.000    0.000 common.py:1474(is_ea_or_datetimelike_dtype)
       90    0.000    0.000    0.000    0.000 common.py:146(<lambda>)
       30    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
       30    0.000    0.000    0.004    0.000 model.py:266(serialize)
       60    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
    30/10    0.000    0.000    0.000    0.000 geometry.py:784(_hasServerValue)
       60    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       30    0.000    0.000    0.000    0.000 orderedset.py:27(__init__)
       10    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       10    0.000    0.000    0.000    0.000 config.py:96(_get_single_key)
       30    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       30    0.000    0.000    0.049    0.002 sessions.py:427(__exit__)
       42    0.000    0.000    0.000    0.000 collection.py:31(__init__)
       30    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       30    0.000    0.000    0.000    0.000 common.py:1718(validate_all_hashable)
       90    0.000    0.000    0.000    0.000 utils.py:182(<genexpr>)
       30    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
       30    0.000    0.000    0.001    0.000 sessions.py:677(<listcomp>)
       30    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
       30    0.000    0.000    0.000    0.000 construction.py:369(extract_array)
       30    0.000    0.000    0.000    0.000 variable.py:406(dict_test)
       30    0.000    0.000    0.000    0.000 client.py:384(_check_close)
      240    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      240    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       10    0.000    0.000    0.001    0.000 numerictypes.py:599(find_common_type)
       30    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       30    0.000    0.000    0.000    0.000 variable.py:416(quote)
       30    0.000    0.000    0.000    0.000 connection.py:101(_set_socket_options)
       10    0.000    0.000    0.000    0.000 missing.py:552(na_value_for_dtype)
       20    0.000    0.000    0.000    0.000 flags.py:47(__init__)
       50    0.000    0.000    0.076    0.002 serializer.py:70(_encode)
       60    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
       10    0.000    0.000    0.000    0.000 blocks.py:1858(maybe_coerce_values)
       30    0.000    0.000    0.000    0.000 ssl.py:1372(version)
       90    0.000    0.000    0.000    0.000 common.py:144(classes)
       30    0.000    0.000    0.000    0.000 discovery.py:913(_urljoin)
       20    0.000    0.000    0.000    0.000 generic.py:5473(__getattr__)
      120    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       20    0.000    0.000    0.000    0.000 common.py:458(is_interval_dtype)
       40    0.000    0.000    0.000    0.000 inspect.py:2828(<genexpr>)
       60    0.000    0.000    0.000    0.000 indexing.py:920(<genexpr>)
       30    0.000    0.000    0.000    0.000 models.py:342(prepare_method)
      120    0.000    0.000    0.000    0.000 schema.py:160(get)
       30    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
       30    0.000    0.000    0.000    0.000 utils.py:601(unquote_unreserved)
       60    0.000    0.000    0.000    0.000 response.py:251(<genexpr>)
       20    0.000    0.000    0.000    0.000 config.py:579(_get_deprecated_option)
       30    0.000    0.000    0.001    0.000 models.py:542(prepare_auth)
       50    0.000    0.000    0.000    0.000 base.py:794(__len__)
       30    0.000    0.000    0.000    0.000 utils.py:114(super_len)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1287(_cookies_for_request)
       10    0.000    0.000    0.000    0.000 geometry.py:849(_GetSpecifiedArgs)
       30    0.000    0.000    0.000    0.000 timeout.py:165(from_float)
       60    0.000    0.000    0.000    0.000 common.py:1737(<genexpr>)
      330    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       60    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       50    0.000    0.000    0.000    0.000 common.py:346(apply_if_callable)
       30    0.000    0.000    0.000    0.000 client.py:413(_close_conn)
       90    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
       40    0.000    0.000    0.000    0.000 series.py:674(_values)
       30    0.000    0.000    0.000    0.000 data.py:262(_get_projects_path)
       20    0.000    0.000    0.001    0.000 customfunction.py:155(CountFunctions)
      180    0.000    0.000    0.000    0.000 utils.py:708(set_environ)
       10    0.000    0.000    0.000    0.000 take.py:54(take_nd)
       20    0.000    0.000    0.000    0.000 customfunction.py:78(variable)
       10    0.000    0.000    0.004    0.000 base.py:5261(get_indexer_for)
       30    0.000    0.000    0.000    0.000 geometry.py:751(<genexpr>)
       30    0.000    0.000    0.000    0.000 response.py:79(__getattr__)
       30    0.000    0.000    0.000    0.000 models.py:584(prepare_hooks)
       20    0.000    0.000    0.000    0.000 common.py:1141(needs_i8_conversion)
       70    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      240    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.001    0.000 base.py:2382(inferred_type)
       30    0.000    0.000    0.000    0.000 indexing.py:270(loc)
       10    0.000    0.000    0.000    0.000 missing.py:381(array_equivalent)
       10    0.000    0.000    0.000    0.000 range.py:379(get_loc)
       30    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
      104    0.000    0.000    0.000    0.000 ee_number.py:47(initialize)
       60    0.000    0.000    0.000    0.000 retry.py:283(<listcomp>)
       30    0.000    0.000    0.000    0.000 parser.py:17(__init__)
      170    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       10    0.000    0.000    0.000    0.000 base.py:41(shape)
       40    0.000    0.000    0.000    0.000 managers.py:1674(internal_values)
       90    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
       40    0.000    0.000    0.000    0.000 cast.py:1836(<genexpr>)
       30    0.000    0.000    0.000    0.000 indexers.py:66(is_list_like_indexer)
       30    0.000    0.000    0.000    0.000 metrics.py:138(add_metric_header)
       30    0.000    0.000    0.000    0.000 generic.py:655(ndim)
      120    0.000    0.000    0.000    0.000 cookies.py:111(info)
      120    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 cookiejar.py:1294(_cookie_attrs)
       20    0.000    0.000    0.000    0.000 base.py:6444(unpack_nested_dtype)
       12    0.000    0.000    0.001    0.000 collection.py:58(filter)
       10    0.000    0.000    0.000    0.000 config.py:565(_get_root)
       10    0.000    0.000    0.001    0.000 filter.py:263(geometry)
       20    0.000    0.000    0.000    0.000 common.py:779(is_unsigned_integer_dtype)
       30    0.000    0.000    0.000    0.000 {built-in method utcnow}
       60    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
      120    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       30    0.000    0.000    0.000    0.000 data.py:2123(getWorkloadTag)
       30    0.000    0.000    0.000    0.000 variable.py:124(post_parse)
      150    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      120    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 _helpers.py:89(utcnow)
       90    0.000    0.000    0.000    0.000 request.py:40(__init__)
       30    0.000    0.000    0.000    0.000 ssl_.py:325(disable_check_hostname)
       30    0.000    0.000    0.000    0.000 socket.py:503(detach)
       10    0.000    0.000    0.000    0.000 managers.py:2025(_preprocess_slice_or_indexer)
       10    0.000    0.000    0.000    0.000 range.py:816(__getitem__)
       10    0.000    0.000    0.002    0.000 base.py:145(interleaved_dtype)
       90    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       10    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       90    0.000    0.000    0.000    0.000 structures.py:62(__len__)
       10    0.000    0.000    0.000    0.000 config.py:114(_get_option)
       10    0.000    0.000    0.000    0.000 blocks.py:232(fill_value)
       30    0.000    0.000    0.001    0.000 connectionpool.py:1063(_normalize_host)
       10    0.000    0.000    0.000    0.000 managers.py:1560(from_blocks)
       10    0.000    0.000    0.000    0.000 series.py:528(_set_axis)
       30    0.000    0.000    0.000    0.000 data.py:375(_maybe_populate_workload_tag)
       10    0.000    0.000    0.000    0.000 cast.py:464(maybe_promote)
       20    0.000    0.000    0.000    0.000 datetimes.py:546(tz)
       30    0.000    0.000    0.000    0.000 parse.py:151(username)
       50    0.000    0.000    0.000    0.000 common.py:154(<lambda>)
       30    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
       20    0.000    0.000    0.000    0.000 common.py:1744(pandas_dtype)
       10    0.000    0.000    0.007    0.001 indexing.py:1111(_get_label)
       10    0.000    0.000    0.000    0.000 generic.py:5562(f)
       10    0.000    0.000    0.002    0.000 collection.py:94(filterBounds)
       10    0.000    0.000    0.000    0.000 blocks.py:1946(check_ndim)
       10    0.000    0.000    0.000    0.000 geometry.py:638(_isValidGeometry)
